Order,Sales_in_thousands,Vehicle_type,Order Date,dealership,color,Power_perf_factor,Fuel_efficiency,Fuel_capacity,Engine_size,Horsepower,Wheelbase,Width,Length,Price_in_lakhs
4100467,15.81,passenger,2022-09-07,"546, San Francisco, CA, 94016",#9daafe,68.9498,15.3,18,2.09,165,99.1,77.1,297.4,10.17L
4100468,10.08,car,2022-11-08,"509, Austin, TX, 73301",#40ebe9,126.00618,26.4,24,4.73,152,95.02,86.92,190.7,21.03L
4100471,6.71,passenger,2022-09-20,"866, Atlanta, GA, 30301",#63c3ed,189.07455,22.6,21,1.7,268,103.04,84.67,225.34,13.91L
4100473,17.82,passenger,2022-10-05,"392, New York City, NY, 10001",#a9943f,49.5932,23.2,17,2.13,169,96.37,86.09,269.66,16.05L
4100477,9.28,car,2022-07-16,"192, Los Angeles, CA, 90001",#7cd6bc,139.61428,26.2,28,2.21,256,99.91,65.11,215.27,16.42L
4100482,13.31,passenger,2022-11-11,"887, San Francisco, CA, 94016",#59f915,82.95145,25.5,20,5.36,170,106.39,78.76,181.73,18.91L
4100487,3.84,passenger,2022-07-19,"20, Portland, OR, 97035",#0f2015,36.98937,15.2,17,5.36,203,98.41,69.97,223.51,18.78L
4100489,12.98,car,2022-07-03,"466, Dallas, TX, 75001",#abe57b,157.05258,25.7,20,3.23,271,96.58,83.74,167.61,18.56L
4100494,18.73,passenger,2022-11-13,"193, Atlanta, GA, 30301",#c45564,88.85046,17.6,17,2.03,222,95.32,88.42,217.56,11.71L
4100496,7.92,car,2022-11-17,"477, Los Angeles, CA, 90001",#0f650b,139.71599,20.7,15,3.5,240,97.5,83.32,201.49,28.35L
4100498,12.56,passenger,2022-12-21,"639, Los Angeles, CA, 90001",#e788e0,155.37753,28.1,21,3.13,256,104.45,64.55,200.18,20.72L
4100501,13.62,car,2022-11-14,"414, San Francisco, CA, 94016",#ba52ad,93.3893,21.8,27,4.49,235,83.33,78.35,272.44,16.07L
4100507,4.17,car,2022-09-26,"720, Los Angeles, CA, 90001",#e5f816,55.94545,17.4,16,5.86,150,109.89,67.19,264.85,26.01L
4100511,8.96,passenger,2022-08-17,"257, Boston, MA, 02215",#b4a7f3,108.12668,28.3,20,3.36,253,99.82,84.05,265.98,13.92L
4100513,5.25,car,2022-10-23,"456, Los Angeles, CA, 90001",#e48e48,49.01183,22.8,28,2.99,201,90.14,69.73,226.08,5.50L
4100514,14.47,car,2022-12-13,"979, Dallas, TX, 75001",#530e56,73.60497,16.6,25,2.26,276,83.26,81.56,278.62,23.26L
4100519,6.84,car,2022-07-21,"986, San Francisco, CA, 94016",#364869,172.96855,21.1,21,5.91,270,96.44,60.56,261.2,23.59L
4100523,16.01,car,2022-11-22,"465, Los Angeles, CA, 90001",#62c2fe,100.98346,18.4,19,5.59,199,105.49,63.55,224.28,27.16L
4100524,17.85,car,2022-11-14,"752, Austin, TX, 73301",#40e922,134.3092,16.1,19,5.52,209,108.21,61.84,229.42,19.58L
4100525,10.37,car,2022-11-12,"981, New York City, NY, 10001",#99f9c8,100.58502,29.8,27,5.13,157,87.66,78.9,221.0,16.34L
4100528,4.11,car,2022-08-17,"453, Los Angeles, CA, 90001",#8bc06a,40.38563,15.5,28,4.07,158,98.11,78.15,168.2,28.53L
4100529,11.79,car,2022-08-28,"906, Atlanta, GA, 30301",#f70344,173.21727,25.5,15,1.37,238,80.27,89.86,220.63,22.83L
4100532,6.53,passenger,2022-11-20,"740, Los Angeles, CA, 90001",#8563a2,184.54567,22.2,17,3.59,194,95.16,68.06,210.5,27.00L
4100533,6.93,car,2022-11-28,"454, Portland, OR, 97035",#07bdf3,86.99769,25.8,15,1.1,268,93.83,80.72,178.28,4.11L
4100536,16.60,car,2022-07-25,"286, Atlanta, GA, 30301",#fbadca,170.56141,18.2,26,4.36,273,94.93,67.84,164.93,19.38L
4100537,12.00,car,2022-07-08,"325, New York City, NY, 10001",#c48500,153.90729,16.4,20,1.1,278,84.42,86.59,286.64,10.32L
4100538,17.30,car,2022-09-11,"722, Portland, OR, 97035",#ef3ed6,89.85559,23.8,21,4.28,201,94.27,76.45,299.95,25.05L
4100550,7.58,passenger,2022-11-23,"70, Atlanta, GA, 30301",#a257d0,31.21466,22.5,15,3.98,164,81.75,76.61,215.94,18.31L
4100555,14.62,passenger,2022-07-20,"373, Los Angeles, CA, 90001",#6f5dec,48.16074,22.0,24,2.41,198,92.56,76.31,170.85,24.27L
4100556,11.07,passenger,2022-09-22,"415, San Francisco, CA, 94016",#e3359b,40.98149,18.5,19,3.97,274,100.78,67.6,262.14,19.13L
4100558,9.48,car,2022-08-12,"563, Los Angeles, CA, 90001",#043db7,123.48206,23.5,15,3.13,238,82.34,88.02,248.95,27.45L
4100561,8.12,car,2022-10-22,"911, Atlanta, GA, 30301",#8903a8,43.4037,22.8,28,1.73,220,107.23,87.75,161.37,12.36L
4100564,5.47,passenger,2022-09-20,"551, Seattle, WA, 98101",#0536c4,144.11733,18.7,25,3.08,153,82.89,60.34,185.62,25.09L
4100568,18.09,passenger,2022-11-15,"861, Boston, MA, 02215",#938dca,128.19594,26.4,22,2.88,163,100.54,76.1,274.78,27.17L
4100570,5.29,car,2022-11-14,"55, San Francisco, CA, 94016",#e6d41e,150.60168,28.4,17,1.61,272,106.02,85.65,181.53,15.18L
4100571,3.26,passenger,2022-10-01,"760, Los Angeles, CA, 90001",#a51fa4,137.7018,25.3,24,4.94,215,105.98,62.52,295.5,15.72L
4100572,4.10,car,2022-11-28,"585, New York City, NY, 10001",#88167b,57.27812,21.8,18,2.09,227,92.59,87.42,188.39,4.71L
4100574,4.22,car,2022-09-15,"476, Boston, MA, 02215",#fb456c,182.50633,18.9,26,4.22,151,107.38,70.91,287.24,27.42L
4100575,15.83,car,2022-10-01,"684, San Francisco, CA, 94016",#2a1102,161.40941,20.6,26,4.12,174,101.75,69.47,212.47,13.89L
4100581,19.26,passenger,2022-08-04,"131, San Francisco, CA, 94016",#ab2add,67.41742,17.3,28,3.94,184,88.79,69.84,247.7,4.48L
4100583,7.37,passenger,2022-11-08,"303, San Francisco, CA, 94016",#1ead62,102.03482,17.9,24,4.4,265,101.46,67.57,281.96,17.68L
4100589,3.13,passenger,2022-12-26,"142, Austin, TX, 73301",#74f8eb,116.14884,24.8,16,3.13,265,104.64,76.88,238.13,7.97L
4100590,5.22,passenger,2022-11-25,"78, Los Angeles, CA, 90001",#de0809,148.81256,22.1,27,4.69,164,101.53,63.68,252.63,6.62L
4100592,10.06,passenger,2022-09-12,"607, New York City, NY, 10001",#84981e,110.15755,23.3,23,1.3,195,88.28,88.58,206.34,15.04L
4100593,3.46,car,2022-10-19,"203, Austin, TX, 73301",#33076e,69.4574,24.6,27,1.51,171,96.26,66.1,204.73,21.73L
4100596,3.35,passenger,2022-07-13,"392, New York City, NY, 10001",#9edaa2,100.50676,28.6,18,4.79,159,95.79,68.59,294.91,7.76L
4100599,14.94,passenger,2022-08-08,"683, Atlanta, GA, 30301",#9cfa82,189.74893,25.8,19,1.47,278,109.44,81.51,274.48,11.45L
4100603,9.40,passenger,2022-08-18,"438, San Francisco, CA, 94016",#7db2df,118.02996,19.3,28,5.72,186,82.93,87.07,226.36,26.63L
4100605,3.42,car,2022-12-11,"300, San Francisco, CA, 94016",#5b3dc3,103.38723,25.0,23,2.79,210,82.81,82.25,203.84,22.74L
4100608,17.12,car,2022-09-01,"438, Dallas, TX, 75001",#6adbc6,115.56733,16.6,26,4.05,180,92.79,74.74,231.22,25.93L
4100610,17.20,passenger,2022-10-28,"130, Dallas, TX, 75001",#91c383,145.48973,20.8,23,3.09,216,104.9,69.69,199.77,12.03L
4100611,9.64,car,2022-07-16,"594, Portland, ME, 04101",#2794ae,65.86708,25.5,23,3.41,244,109.64,78.98,243.39,13.51L
4100615,15.82,car,2022-07-05,"372, New York City, NY, 10001",#4e2ac3,158.89793,25.3,26,4.96,211,93.37,66.64,286.58,7.90L
4100624,17.89,car,2022-07-03,"654, Boston, MA, 02215",#718465,66.45201,21.1,16,4.67,206,105.71,65.32,185.56,26.99L
4100625,4.07,car,2022-09-27,"916, Atlanta, GA, 30301",#6cf197,101.6294,22.1,15,4.33,248,83.98,73.65,191.11,29.15L
4100630,15.94,passenger,2022-11-07,"749, Seattle, WA, 98101",#7108f0,64.79652,27.7,20,5.83,217,96.64,67.59,253.92,10.27L
4100633,16.68,passenger,2022-11-03,"25, San Francisco, CA, 94016",#c05eb1,37.68406,23.9,16,3.21,207,102.59,69.71,273.58,29.25L
